id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,status_kelahiran,jenis_kelamin,jumlah_kelahiran,satuan,tahun
1017,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,PEREMPUAN,67,JIWA,2023
1018,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,LAKI-LAKI,15503,JIWA,2023
1019,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,PEREMPUAN,14117,JIWA,2023
1020,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,LAKI-LAKI,38,JIWA,2023
1021,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,PEREMPUAN,49,JIWA,2023
1022,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,LAKI-LAKI,2744,JIWA,2023
1023,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,PEREMPUAN,2626,JIWA,2023
1024,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,LAKI-LAKI,25,JIWA,2023
1025,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,PEREMPUAN,15,JIWA,2023
1026,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,LAKI-LAKI,9162,JIWA,2023
1027,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,PEREMPUAN,9206,JIWA,2023
1028,32,JAWA BARAT,3271,KOTA BOGOR,MATI,LAKI-LAKI,30,JIWA,2023
1029,32,JAWA BARAT,3271,KOTA BOGOR,MATI,PEREMPUAN,14,JIWA,2023
1030,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,LAKI-LAKI,3000,JIWA,2023
1031,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,PEREMPUAN,2504,JIWA,2023
1032,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,LAKI-LAKI,14,JIWA,2023
1033,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,PEREMPUAN,10,JIWA,2023
1034,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,LAKI-LAKI,17312,JIWA,2023
1035,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,PEREMPUAN,17674,JIWA,2023
1036,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,LAKI-LAKI,22,JIWA,2023
1037,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,PEREMPUAN,30,JIWA,2023
1038,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,LAKI-LAKI,2395,JIWA,2023
1039,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,PEREMPUAN,2276,JIWA,2023
1040,32,JAWA BARAT,3274,KOTA CIREBON,MATI,LAKI-LAKI,6,JIWA,2023
1041,32,JAWA BARAT,3274,KOTA CIREBON,MATI,PEREMPUAN,1,JIWA,2023
1042,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,LAKI-LAKI,21798,JIWA,2023
1043,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,PEREMPUAN,21721,JIWA,2023
1044,32,JAWA BARAT,3275,KOTA BEKASI,MATI,LAKI-LAKI,195,JIWA,2023
1045,32,JAWA BARAT,3275,KOTA BEKASI,MATI,PEREMPUAN,194,JIWA,2023
1046,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,LAKI-LAKI,22178,JIWA,2023
1047,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,PEREMPUAN,21495,JIWA,2023
1048,32,JAWA BARAT,3276,KOTA DEPOK,MATI,LAKI-LAKI,48,JIWA,2023
1049,32,JAWA BARAT,3276,KOTA DEPOK,MATI,PEREMPUAN,36,JIWA,2023
1050,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,LAKI-LAKI,5017,JIWA,2023
1051,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,PEREMPUAN,5011,JIWA,2023
1052,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,LAKI-LAKI,20,JIWA,2023
1053,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,PEREMPUAN,12,JIWA,2023
1054,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,LAKI-LAKI,5596,JIWA,2023
1055,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,PEREMPUAN,5329,JIWA,2023
1056,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,LAKI-LAKI,44,JIWA,2023
1057,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,PEREMPUAN,42,JIWA,2023
1058,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,LAKI-LAKI,1448,JIWA,2023
1059,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,PEREMPUAN,1279,JIWA,2023
1060,32,JAWA BARAT,3279,KOTA BANJAR,MATI,LAKI-LAKI,19,JIWA,2023
1061,32,JAWA BARAT,3279,KOTA BANJAR,MATI,PEREMPUAN,13,JIWA,2023
